Expense,Amount,Category,Checkbox,Date,Monthly Overview,Wallet
Pentel,THB 63.65,📖Education_APR25 (https://app.notion.com/p/Education_APR25-1680423c14268093a6ffd9678529e9cf?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Shopping TOP,THB 525.75,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
เสื้อ Muji,THB 622.00,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 3, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
รถแดง,THB 27.00,🛢️Transportation_APR25 (https://app.notion.com/p/Transportation_APR25-1680423c1426801a81b8e1a9a26b7e9b?pvs=21),No,"April 4, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Coffee,THB 63.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 4, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 150.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 4, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Coffee,THB 547.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 4, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 146.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 5, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
กระเพรา,THB 69.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 6, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Sizzler,THB 235.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 6, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Lamoon,THB 160.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 7, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
เปลี่ยนปุ่มไฟเลี้ยว,THB 100.00,🛢️Transportation_APR25 (https://app.notion.com/p/Transportation_APR25-1680423c1426801a81b8e1a9a26b7e9b?pvs=21),No,"April 7, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 165.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 7, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Ice-cream,THB 158.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 7, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 45.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 8, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
The barn,THB 144.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 8, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 77.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 9, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 66.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 9, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 37.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 10, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Goocery,THB 205.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 10, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
สมเกียรติ,THB 160.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 10, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
My Vietnam,THB 244.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 11, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ของฝาก,THB 275.00,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 11, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
The streak,THB 198.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 11, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 26.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 12, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
oil,THB 840.00,🛢️Transportation_APR25 (https://app.notion.com/p/Transportation_APR25-1680423c1426801a81b8e1a9a26b7e9b?pvs=21),No,"April 12, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 50.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 12, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ของใช้,THB 154.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 12, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Tewa,THB 835.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 14, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ของฝาก,THB 300.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 14, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 95.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 16, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 180.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 16, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 42.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 17, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Salad khunnai,THB 345.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 17, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Coffee,THB 52.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 18, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
อบรม Fammed online,THB 150.00,📖Education_APR25 (https://app.notion.com/p/Education_APR25-1680423c14268093a6ffd9678529e9cf?pvs=21),No,"April 19, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 48.75,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 19, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Sizzler,THB 222.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 19, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 183.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 20, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 40.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 21, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ชาตรามือ,THB 45.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 21, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 45.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 22, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 24.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 22, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 55.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 23, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 60.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 23, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ค่าสมัครสอบ R2,"THB 4,500.00",📖Education_APR25 (https://app.notion.com/p/Education_APR25-1680423c14268093a6ffd9678529e9cf?pvs=21),No,"April 23, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
กับข้าวบ้านสวน,THB 286.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 23, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 47.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 24, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 212.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 25, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
รถแดง,THB 25.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 25, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Salad farm,THB 265.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 26, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Persona 5 Royal,THB 724.19,🎮Entertainment_APR25 (https://app.notion.com/p/Entertainment_APR25-1680423c142680f7bd7ceb174890c37e?pvs=21),No,"April 26, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 53.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 27, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
ปลาเผา,THB 120.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 27, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Food,THB 55.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 28, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 30.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 28, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 72.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 29, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 110.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Food,THB 74.15,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Shubugu,THB 149.00,🍴Eating_APR25 (https://app.notion.com/p/Eating_APR25-1680423c142680f39fcfcac9cf8f55ff?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Notebook,THB 60.00,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Online banking
Watson,THB 457.53,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
Top,THB 460.11,🛍️Shopping_APR25 (https://app.notion.com/p/Shopping_APR25-1680423c142680d2b629eed9d6d92ca7?pvs=21),No,"April 30, 2025",April 25 (https://app.notion.com/p/April-25-1680423c14268091aa72fc1dd291be31?pvs=21),Credit card
กระเพราหมูสับไข่เจียว,THB 35.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 1, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 76.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 2, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Credit card
เต้าหู้,THB 145.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 2, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Credit card
Salad khunnai,THB 146.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 3, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Credit card
กระเพรา,THB 65.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 4, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Credit card
เชฟรัญชน์,THB 76.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 4, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Credit card
Jyubey,THB 480.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 5, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
ชีวิตชีวา,THB 188.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 5, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 65.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 6, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 70.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 6, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 95.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 7, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 185.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 8, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 116.75,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 8, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 100.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 9, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Food,THB 45.00,🍴Eating_MAY25 (https://app.notion.com/p/Eating_MAY25-1680423c1426802390dddd5d0995b4af?pvs=21),No,"May 9, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
Maxim,THB 100.00,🛢️Transportation_MAY25 (https://app.notion.com/p/Transportation_MAY25-1680423c14268012b9a6d438ef5ee00d?pvs=21),No,"May 9, 2025",May 25 (https://app.notion.com/p/May-25-1680423c1426802f9076cb993db7d3f9?pvs=21),Online banking
